"","R_W5_T1_160","R_W5_T1_177","R_W5_T1_183","R_W5_T1_176","R_W5_T1_179","R_W5_T1_210","R_W5_T1_157","R_W5_T1_181","R_W5_T1_189","R_W5_T1_150","R_W5_T1_186","R_W5_T1_208","R_W5_T1_151","R_W5_T1_154","R_W5_T1_185","R_W5_T1_182","R_W5_T1_187","R_W5_T1_209","R_W5_T1_152","R_W5_T1_178","R_W5_T1_206","R_W5_T2_147","R_W5_T2_173","R_W5_T2_196","R_W5_T2_190","R_W5_T2_197","R_W5_T2_200","R_W5_T2_146","R_W5_T2_171","R_W5_T2_192","R_W5_T2_193","R_W5_T2_198","R_W5_T2_203","R_W5_T2_142","R_W5_T2_164","R_W5_T2_191","R_W5_T2_143","R_W5_T2_170","R_W5_T2_172","R_W5_T2_145","R_W5_T2_169","R_W5_T2_175","R_W5_T3_77","R_W5_T3_125","R_W5_T3_132","R_W5_T3_74","R_W5_T3_92","R_W5_T3_103","R_W5_T3_71","R_W5_T3_130","R_W5_T3_133","R_W5_T3_76","R_W5_T3_124","R_W5_T3_128","R_W5_T3_98","R_W5_T3_101","R_W5_T3_121","R_W5_T3_72","R_W5_T3_94","R_W5_T3_129","R_W5_T3_100","R_W5_T3_104","R_W5_T3_122","R_W5_T4_87","R_W5_T4_91","R_W5_T4_139","R_W5_T4_81","R_W5_T4_107","R_W5_T4_115","R_W5_T4_118","R_W5_T4_136","R_W5_T4_140","R_W5_T4_90","R_W5_T4_114","R_W5_T4_116","R_W5_T4_78","R_W5_T4_109","R_W5_T4_110","R_W5_T4_85","R_W5_T4_113","R_W5_T4_134","R_W5_T4_79","R_W5_T4_84","R_W5_T4_137","R_W5_T5_11","R_W5_T5_13","R_W5_T5_69","R_W5_T5_10","R_W5_T5_12","R_W5_T5_48","R_W5_T5_19","R_W5_T5_21","R_W5_T5_45","R_W5_T5_18","R_W5_T5_41","R_W5_T5_68","R_W5_T5_14","R_W5_T5_37","R_W5_T5_39","R_W5_T5_15","R_W5_T5_20","R_W5_T5_49","R_W5_T5_43","R_W5_T5_46","R_W5_T5_65","R_W5_T6_1","R_W5_T6_29","R_W5_T6_35","R_W5_T6_5","R_W5_T6_25","R_W5_T6_56","R_W5_T6_33","R_W5_T6_51","R_W5_T6_55","R_W5_T6_22","R_W5_T6_23","R_W5_T6_62","R_W5_T6_4","R_W5_T6_24","R_W5_T6_57","R_W5_T6_27","R_W5_T6_54","R_W5_T6_61","R_W5_T6_6","R_W5_T6_32","R_W5_T6_50"
"R_W5_T4_139",0.522982456140351,0.489473684210526,0.542456140350877,0.56140350877193,0.588070175438597,0.48140350877193,0.586491228070175,0.528245614035088,0.564385964912281,0.551228070175439,0.585964912280702,0.468070175438596,0.555614035087719,0.585789473684211,0.568947368421053,0.531929824561403,0.609298245614035,0.47719298245614,0.530526315789474,0.5,0.686140350877193,0.784561403508772,0.455263157894737,0.524736842105263,0.476140350877193,0.51,0.466842105263158,0.466666666666667,0.459824561403509,0.471052631578947,0.562631578947368,0.57,0.496666666666667,0.512631578947368,0.486315789473684,0.521578947368421,0.526842105263158,0.475438596491228,0.671228070175439,0.421929824561403,0.485964912280702,0.47859649122807,0.444035087719298,0.538947368421053,0.491578947368421,0.503508771929825,0.541929824561403,0.528771929824561,0.5,0.683859649122807,0.456491228070175,0.503684210526316,0.514736842105263,0.516491228070175,0.519824561403509,0.489298245614035,0.584035087719298,0.481929824561403,0.514035087719298,0.49140350877193,0.508421052631579,0.508070175438596,0.499122807017544,0.475263157894737,0.439824561403509,0,0.433333333333333,0.44421052631579,0.465263157894737,0.497368421052632,0.472982456140351,0.460526315789474,0.477368421052632,0.459824561403509,0.438070175438596,0.45719298245614,0.581052631578947,0.43859649122807,0.434210526315789,0.463684210526316,0.435789473684211,0.436491228070175,0.451052631578947,0.445263157894737,0.534385964912281,0.508070175438596,0.524912280701754,0.51280701754386,0.509298245614035,0.49,0.502105263157895,0.460526315789474,0.479122807017544,0.459824561403509,0.463508771929825,0.513508771929825,0.519298245614035,0.502280701754386,0.45719298245614,0.463508771929825,0.477017543859649,0.551228070175439,0.467543859649123,0.49719298245614,0.473157894736842,0.45,0.421929824561403,0.435087719298246,0.530175438596491,0.503508771929825,0.539649122807017,0.489824561403509,0.522280701754386,0.512105263157895,0.467894736842105,0.467894736842105,0.467719298245614,0.662105263157895,0.456491228070175,0.474736842105263,0.526842105263158,0.526491228070175,0.489649122807018,0.434035087719298,0.452105263157895,0.571052631578947
"R_W5_T4_81",0.508245614035088,0.512982456140351,0.500175438596491,0.550350877192982,0.572982456140351,0.439298245614035,0.579824561403509,0.513157894736842,0.567017543859649,0.526140350877193,0.568771929824561,0.47280701754386,0.537543859649123,0.564385964912281,0.534736842105263,0.519649122807018,0.630526315789474,0.465087719298246,0.530701754385965,0.489649122807018,0.688421052631579,0.79578947368421,0.500877192982456,0.529824561403509,0.453508771929825,0.531754385964912,0.489298245614035,0.454561403508772,0.503859649122807,0.464736842105263,0.548421052631579,0.57,0.547543859649123,0.539122807017544,0.472456140350877,0.501754385964912,0.54578947368421,0.522280701754386,0.664736842105263,0.457894736842105,0.521754385964912,0.489649122807018,0.447719298245614,0.462105263157895,0.416666666666667,0.433859649122807,0.457894736842105,0.481052631578947,0.432631578947368,0.64280701754386,0.38280701754386,0.464035087719298,0.444385964912281,0.46,0.435263157894737,0.415087719298246,0.529473684210526,0.465614035087719,0.466491228070175,0.455438596491228,0.485438596491228,0.458245614035088,0.460350877192982,0.409473684210526,0.409824561403509,0.433333333333333,0,0.388070175438597,0.411754385964912,0.398421052631579,0.442631578947368,0.487719298245614,0.368771929824561,0.390701754385965,0.408070175438596,0.392982456140351,0.524035087719298,0.399122807017544,0.413333333333333,0.475964912280702,0.407543859649123,0.352982456140351,0.404561403508772,0.383684210526316,0.501754385964912,0.506140350877193,0.523859649122807,0.481578947368421,0.481754385964912,0.49280701754386,0.480877192982456,0.455789473684211,0.465614035087719,0.477894736842105,0.462280701754386,0.454035087719298,0.46859649122807,0.482105263157895,0.434912280701754,0.458421052631579,0.484210526315789,0.513508771929825,0.439473684210526,0.506666666666667,0.446315789473684,0.425438596491228,0.457543859649123,0.444912280701754,0.492631578947368,0.499473684210526,0.526315789473684,0.443684210526316,0.469473684210526,0.517719298245614,0.459649122807018,0.425964912280702,0.414912280701754,0.619824561403509,0.445438596491228,0.392456140350877,0.54280701754386,0.515438596491228,0.455087719298246,0.451754385964912,0.43859649122807,0.521578947368421
"R_W5_T4_107",0.51719298245614,0.508070175438596,0.513333333333333,0.55578947368421,0.59859649122807,0.434035087719298,0.585263157894737,0.542105263157895,0.55859649122807,0.527017543859649,0.566666666666667,0.463684210526316,0.540701754385965,0.579473684210526,0.549298245614035,0.516315789473684,0.614210526315789,0.474561403508772,0.510175438596491,0.506842105263158,0.690877192982456,0.797719298245614,0.49140350877193,0.512456140350877,0.460701754385965,0.549298245614035,0.489824561403509,0.441578947368421,0.481228070175439,0.456842105263158,0.559298245614035,0.575614035087719,0.537543859649123,0.522456140350877,0.464210526315789,0.516315789473684,0.532105263157895,0.505438596491228,0.671754385964912,0.434736842105263,0.493157894736842,0.465964912280702,0.45,0.485964912280702,0.415614035087719,0.473508771929825,0.489824561403509,0.500350877192982,0.448947368421053,0.636666666666667,0.393684210526316,0.496842105263158,0.461754385964912,0.465263157894737,0.451228070175439,0.431228070175439,0.546842105263158,0.478245614035088,0.453684210526316,0.483333333333333,0.479649122807018,0.470526315789474,0.46,0.38859649122807,0.373684210526316,0.44421052631579,0.388070175438597,0,0.400526315789474,0.410701754385965,0.442280701754386,0.495087719298246,0.40140350877193,0.405789473684211,0.378771929824561,0.423859649122807,0.524736842105263,0.383508771929825,0.429473684210526,0.480701754385965,0.377017543859649,0.377368421052632,0.441052631578947,0.413859649122807,0.531754385964912,0.502105263157895,0.507719298245614,0.518245614035088,0.509824561403509,0.495964912280702,0.510175438596491,0.450701754385965,0.477719298245614,0.479649122807018,0.48,0.487017543859649,0.506315789473684,0.491754385964912,0.468245614035088,0.49140350877193,0.482456140350877,0.526140350877193,0.427719298245614,0.465087719298246,0.447368421052632,0.444385964912281,0.455964912280702,0.459824561403509,0.520175438596491,0.506666666666667,0.513859649122807,0.464385964912281,0.489473684210526,0.528421052631579,0.464561403508772,0.442280701754386,0.451754385964912,0.652280701754386,0.426491228070175,0.453157894736842,0.543333333333333,0.532456140350877,0.461228070175439,0.426140350877193,0.439824561403509,0.546315789473684
"R_W5_T4_115",0.495087719298246,0.513508771929825,0.481052631578947,0.496140350877193,0.547719298245614,0.44719298245614,0.534912280701754,0.485964912280702,0.515087719298246,0.501052631578947,0.52859649122807,0.474736842105263,0.514736842105263,0.551578947368421,0.52719298245614,0.491929824561403,0.587017543859649,0.498771929824561,0.491052631578947,0.482280701754386,0.687719298245614,0.793157894736842,0.491052631578947,0.522631578947368,0.452631578947368,0.507368421052632,0.491754385964912,0.427017543859649,0.469649122807018,0.455614035087719,0.527017543859649,0.539298245614035,0.527894736842105,0.518070175438596,0.474385964912281,0.48719298245614,0.53280701754386,0.502280701754386,0.641052631578947,0.450877192982456,0.51140350877193,0.466842105263158,0.488947368421053,0.484561403508772,0.406842105263158,0.463859649122807,0.476315789473684,0.470877192982456,0.440175438596491,0.634210526315789,0.414561403508772,0.495438596491228,0.460175438596491,0.432280701754386,0.465263157894737,0.443859649122807,0.514736842105263,0.458245614035088,0.510526315789474,0.450526315789474,0.50280701754386,0.470526315789474,0.46140350877193,0.421228070175439,0.416140350877193,0.465263157894737,0.411754385964912,0.400526315789474,0,0.385964912280702,0.400877192982456,0.468947368421053,0.391754385964912,0.379298245614035,0.4,0.421578947368421,0.526140350877193,0.446140350877193,0.43140350877193,0.46859649122807,0.416842105263158,0.401052631578947,0.439298245614035,0.401578947368421,0.498947368421053,0.492631578947368,0.541228070175439,0.461754385964912,0.475964912280702,0.487543859649123,0.503684210526316,0.441228070175439,0.470701754385965,0.49280701754386,0.465789473684211,0.492280701754386,0.476491228070175,0.473508771929825,0.441929824561404,0.452105263157895,0.472631578947368,0.536666666666667,0.437017543859649,0.516140350877193,0.478421052631579,0.448771929824561,0.472280701754386,0.448947368421053,0.482631578947368,0.471929824561404,0.513508771929825,0.429298245614035,0.436140350877193,0.487719298245614,0.445614035087719,0.437543859649123,0.442982456140351,0.614210526315789,0.442280701754386,0.407017543859649,0.521929824561403,0.509298245614035,0.481929824561403,0.45,0.412280701754386,0.541228070175439
"R_W5_T4_118",0.510877192982456,0.525263157894737,0.490701754385965,0.524736842105263,0.601754385964912,0.486315789473684,0.564912280701754,0.505438596491228,0.550701754385965,0.542105263157895,0.564210526315789,0.501754385964912,0.541052631578947,0.548421052631579,0.535614035087719,0.515614035087719,0.599122807017544,0.51859649122807,0.530877192982456,0.478421052631579,0.712456140350877,0.782280701754386,0.514210526315789,0.557719298245614,0.445964912280702,0.538070175438596,0.532280701754386,0.468245614035088,0.510175438596491,0.500701754385965,0.534210526315789,0.58140350877193,0.580877192982456,0.566140350877193,0.47140350877193,0.520526315789474,0.560877192982456,0.533859649122807,0.636491228070175,0.473157894736842,0.532631578947368,0.493157894736842,0.504736842105263,0.482982456140351,0.421578947368421,0.485789473684211,0.480175438596491,0.507543859649123,0.465614035087719,0.635614035087719,0.44421052631579,0.492105263157895,0.455087719298246,0.441754385964912,0.489473684210526,0.450526315789474,0.538421052631579,0.491052631578947,0.527368421052632,0.442982456140351,0.517894736842105,0.487894736842105,0.467543859649123,0.441929824561404,0.414035087719298,0.497368421052632,0.398421052631579,0.410701754385965,0.385964912280702,0,0.448771929824561,0.524561403508772,0.376315789473684,0.416842105263158,0.414561403508772,0.464912280701754,0.531578947368421,0.456491228070175,0.403333333333333,0.492982456140351,0.44859649122807,0.39719298245614,0.439122807017544,0.394912280701754,0.510350877192982,0.537017543859649,0.568421052631579,0.51719298245614,0.487368421052632,0.516140350877193,0.530175438596491,0.499649122807018,0.492631578947368,0.505964912280702,0.503157894736842,0.513508771929825,0.466491228070175,0.499649122807018,0.486491228070175,0.462631578947368,0.519649122807018,0.498245614035088,0.461228070175439,0.54859649122807,0.495614035087719,0.493333333333333,0.497719298245614,0.470175438596491,0.489298245614035,0.53280701754386,0.53719298245614,0.440701754385965,0.481929824561403,0.515789473684211,0.472456140350877,0.416842105263158,0.445964912280702,0.620877192982456,0.480701754385965,0.423157894736842,0.569649122807018,0.523333333333333,0.486491228070175,0.475263157894737,0.450526315789474,0.521052631578947
"R_W5_T4_136",0.464385964912281,0.456315789473684,0.460175438596491,0.45719298245614,0.504210526315789,0.453859649122807,0.498245614035088,0.466666666666667,0.477017543859649,0.461228070175439,0.459649122807018,0.454912280701754,0.46859649122807,0.511228070175439,0.498947368421053,0.454385964912281,0.537894736842105,0.483508771929825,0.471052631578947,0.479649122807018,0.672105263157895,0.786666666666667,0.489122807017544,0.500350877192982,0.447368421052632,0.511578947368421,0.458070175438597,0.418245614035088,0.448947368421053,0.448947368421053,0.513157894736842,0.507543859649123,0.508421052631579,0.498245614035088,0.453508771929825,0.461754385964912,0.498245614035088,0.484912280701754,0.640526315789474,0.431228070175439,0.512105263157895,0.456315789473684,0.48719298245614,0.452982456140351,0.41280701754386,0.444035087719298,0.464035087719298,0.449824561403509,0.446666666666667,0.620526315789474,0.409824561403509,0.497894736842105,0.447719298245614,0.444035087719298,0.431052631578947,0.445964912280702,0.484561403508772,0.425438596491228,0.504736842105263,0.427719298245614,0.482982456140351,0.436666666666667,0.451929824561404,0.464385964912281,0.460877192982456,0.472982456140351,0.442631578947368,0.442280701754386,0.400877192982456,0.448771929824561,0,0.472280701754386,0.443859649122807,0.436140350877193,0.43280701754386,0.415087719298246,0.541754385964912,0.460701754385965,0.479298245614035,0.495614035087719,0.44280701754386,0.44859649122807,0.477719298245614,0.442631578947368,0.484912280701754,0.489122807017544,0.510701754385965,0.476491228070175,0.482105263157895,0.483684210526316,0.484561403508772,0.454385964912281,0.438947368421053,0.502105263157895,0.466666666666667,0.506140350877193,0.490526315789474,0.457017543859649,0.44421052631579,0.462456140350877,0.467894736842105,0.536842105263158,0.433157894736842,0.513157894736842,0.452280701754386,0.458771929824561,0.510350877192982,0.428421052631579,0.486842105263158,0.455087719298246,0.49280701754386,0.434736842105263,0.433508771929825,0.470175438596491,0.469473684210526,0.480350877192982,0.462982456140351,0.605789473684211,0.477017543859649,0.436315789473684,0.498421052631579,0.490175438596491,0.455263157894737,0.474035087719298,0.47,0.595087719298246
"R_W5_T4_140",0.506315789473684,0.489649122807018,0.505087719298246,0.524561403508772,0.544385964912281,0.474210526315789,0.531052631578947,0.508070175438596,0.515263157894737,0.532280701754386,0.524210526315789,0.464561403508772,0.564035087719298,0.576315789473684,0.523508771929825,0.515087719298246,0.562982456140351,0.486140350877193,0.532456140350877,0.495964912280702,0.664385964912281,0.755438596491228,0.456842105263158,0.478070175438596,0.459122807017544,0.446315789473684,0.458947368421053,0.484561403508772,0.464912280701754,0.464385964912281,0.505789473684211,0.52140350877193,0.465964912280702,0.468070175438596,0.476315789473684,0.482280701754386,0.474035087719298,0.44421052631579,0.621754385964912,0.471754385964912,0.443508771929825,0.450701754385965,0.485614035087719,0.504210526315789,0.479824561403509,0.506315789473684,0.485263157894737,0.513333333333333,0.495789473684211,0.679649122807018,0.474210526315789,0.481052631578947,0.468421052631579,0.495789473684211,0.534035087719298,0.516140350877193,0.547017543859649,0.474035087719298,0.52280701754386,0.486666666666667,0.46280701754386,0.502456140350877,0.519473684210526,0.496491228070175,0.501228070175439,0.460526315789474,0.487719298245614,0.495087719298246,0.468947368421053,0.524561403508772,0.472280701754386,0,0.511052631578947,0.482631578947368,0.487017543859649,0.490701754385965,0.591052631578947,0.51,0.478771929824561,0.445614035087719,0.506315789473684,0.477543859649123,0.47140350877193,0.45859649122807,0.504736842105263,0.493859649122807,0.470526315789474,0.467368421052632,0.460877192982456,0.486842105263158,0.497543859649123,0.470877192982456,0.480877192982456,0.494736842105263,0.474736842105263,0.546666666666667,0.502280701754386,0.475789473684211,0.467894736842105,0.469473684210526,0.493684210526316,0.518421052631579,0.471754385964912,0.511578947368421,0.466666666666667,0.49280701754386,0.467894736842105,0.446491228070175,0.489824561403509,0.485614035087719,0.510526315789474,0.446140350877193,0.464210526315789,0.494035087719298,0.483508771929825,0.468947368421053,0.462280701754386,0.631052631578947,0.470175438596491,0.466491228070175,0.510701754385965,0.501754385964912,0.480701754385965,0.466666666666667,0.466666666666667,0.557719298245614
"R_W5_T4_90",0.508947368421053,0.510175438596491,0.51140350877193,0.537543859649123,0.575263157894737,0.476140350877193,0.57280701754386,0.522456140350877,0.571578947368421,0.518947368421053,0.56140350877193,0.494035087719298,0.509473684210526,0.547368421052632,0.55719298245614,0.525263157894737,0.596491228070175,0.493333333333333,0.526140350877193,0.479122807017544,0.696491228070175,0.790175438596491,0.494561403508772,0.569298245614035,0.495964912280702,0.529473684210526,0.535438596491228,0.459122807017544,0.508947368421053,0.476315789473684,0.557543859649123,0.562982456140351,0.568070175438597,0.551929824561403,0.486140350877193,0.512105263157895,0.548771929824561,0.532456140350877,0.649122807017544,0.460175438596491,0.541052631578947,0.491754385964912,0.490350877192982,0.475614035087719,0.433157894736842,0.465789473684211,0.478771929824561,0.494210526315789,0.425964912280702,0.645087719298246,0.411929824561404,0.473859649122807,0.467894736842105,0.455087719298246,0.456842105263158,0.456491228070175,0.511754385964912,0.460526315789474,0.50719298245614,0.46280701754386,0.490701754385965,0.451578947368421,0.465964912280702,0.439824561403509,0.379122807017544,0.477368421052632,0.368771929824561,0.40140350877193,0.391754385964912,0.376315789473684,0.443859649122807,0.511052631578947,0,0.414210526315789,0.402280701754386,0.42859649122807,0.534035087719298,0.425789473684211,0.431929824561403,0.481578947368421,0.436491228070175,0.369473684210526,0.462982456140351,0.39719298245614,0.526140350877193,0.532280701754386,0.542105263157895,0.49719298245614,0.513157894736842,0.512280701754386,0.503333333333333,0.502280701754386,0.473684210526316,0.510701754385965,0.476842105263158,0.49280701754386,0.472105263157895,0.502631578947368,0.480526315789474,0.471228070175439,0.497017543859649,0.52859649122807,0.461754385964912,0.533508771929825,0.479649122807018,0.463508771929825,0.488421052631579,0.467719298245614,0.509824561403509,0.532105263157895,0.54578947368421,0.455789473684211,0.470877192982456,0.50140350877193,0.469824561403509,0.427017543859649,0.443684210526316,0.631578947368421,0.434912280701754,0.417894736842105,0.561228070175439,0.514736842105263,0.459122807017544,0.421578947368421,0.419824561403509,0.551228070175439
"R_W5_T4_114",0.496666666666667,0.52280701754386,0.499824561403509,0.514210526315789,0.565263157894737,0.474912280701754,0.561578947368421,0.517543859649123,0.554561403508772,0.534912280701754,0.559122807017544,0.48280701754386,0.527894736842105,0.571052631578947,0.535438596491228,0.514035087719298,0.599649122807018,0.519473684210526,0.513333333333333,0.495789473684211,0.668771929824561,0.806140350877193,0.513508771929825,0.503859649122807,0.454561403508772,0.527894736842105,0.5,0.445964912280702,0.465438596491228,0.480701754385965,0.522280701754386,0.530877192982456,0.515438596491228,0.529649122807018,0.484736842105263,0.479473684210526,0.531929824561403,0.519824561403509,0.642456140350877,0.481578947368421,0.498070175438596,0.478245614035088,0.471754385964912,0.487543859649123,0.448245614035088,0.47,0.478070175438596,0.479824561403509,0.440701754385965,0.663684210526316,0.40859649122807,0.496666666666667,0.449473684210526,0.476315789473684,0.478947368421053,0.462456140350877,0.545263157894737,0.47140350877193,0.494210526315789,0.463333333333333,0.500701754385965,0.463684210526316,0.473859649122807,0.404561403508772,0.416140350877193,0.459824561403509,0.390701754385965,0.405789473684211,0.379298245614035,0.416842105263158,0.436140350877193,0.482631578947368,0.414210526315789,0,0.423859649122807,0.428070175438596,0.551929824561403,0.425614035087719,0.445087719298246,0.458245614035088,0.43,0.384912280701754,0.470175438596491,0.413684210526316,0.486315789473684,0.507894736842105,0.527719298245614,0.477543859649123,0.498245614035088,0.481578947368421,0.503508771929825,0.457719298245614,0.48,0.474385964912281,0.478070175438596,0.511228070175439,0.494210526315789,0.485964912280702,0.460350877192982,0.46859649122807,0.491929824561403,0.52719298245614,0.436666666666667,0.49280701754386,0.431929824561403,0.443859649122807,0.471754385964912,0.44719298245614,0.496140350877193,0.464912280701754,0.488421052631579,0.432105263157895,0.426315789473684,0.479649122807018,0.46,0.436842105263158,0.442456140350877,0.622456140350877,0.420877192982456,0.400175438596491,0.513508771929825,0.518771929824561,0.455263157894737,0.431228070175439,0.407894736842105,0.536491228070175
"R_W5_T4_116",0.522456140350877,0.490526315789474,0.536491228070175,0.533684210526316,0.605964912280702,0.471052631578947,0.590350877192982,0.545263157894737,0.566842105263158,0.537719298245614,0.578245614035088,0.478070175438596,0.534736842105263,0.578245614035088,0.56,0.535438596491228,0.616842105263158,0.482982456140351,0.527017543859649,0.506666666666667,0.691578947368421,0.75280701754386,0.512105263157895,0.54719298245614,0.471929824561404,0.53859649122807,0.50280701754386,0.459473684210526,0.509122807017544,0.48719298245614,0.566315789473684,0.59140350877193,0.502456140350877,0.536315789473684,0.487719298245614,0.521929824561403,0.525614035087719,0.507719298245614,0.653859649122807,0.444912280701754,0.524035087719298,0.489122807017544,0.49140350877193,0.506315789473684,0.448771929824561,0.498421052631579,0.499122807017544,0.524035087719298,0.480877192982456,0.657894736842105,0.425614035087719,0.502631578947368,0.495087719298246,0.471754385964912,0.491228070175439,0.460175438596491,0.561929824561404,0.475263157894737,0.496666666666667,0.49719298245614,0.469122807017544,0.515438596491228,0.486666666666667,0.411578947368421,0.404561403508772,0.438070175438596,0.408070175438596,0.378771929824561,0.4,0.414561403508772,0.43280701754386,0.487017543859649,0.402280701754386,0.423859649122807,0,0.458245614035088,0.540350877192982,0.407368421052632,0.41859649122807,0.490175438596491,0.404035087719298,0.414912280701754,0.45,0.377894736842105,0.540701754385965,0.50719298245614,0.512105263157895,0.53280701754386,0.515964912280702,0.499824561403509,0.506140350877193,0.478421052631579,0.476315789473684,0.484561403508772,0.477017543859649,0.490350877192982,0.506315789473684,0.515614035087719,0.475789473684211,0.475438596491228,0.46859649122807,0.514561403508772,0.45140350877193,0.488245614035088,0.468421052631579,0.470350877192982,0.474561403508772,0.449298245614035,0.529473684210526,0.527719298245614,0.550877192982456,0.483684210526316,0.500350877192982,0.531052631578947,0.479473684210526,0.44421052631579,0.484385964912281,0.661578947368421,0.469473684210526,0.456491228070175,0.576842105263158,0.548421052631579,0.482280701754386,0.465964912280702,0.438070175438596,0.56280701754386
"R_W5_T4_78",0.457894736842105,0.438771929824561,0.471578947368421,0.471052631578947,0.510175438596491,0.372982456140351,0.510175438596491,0.447894736842105,0.503684210526316,0.436842105263158,0.50280701754386,0.425087719298246,0.435789473684211,0.478421052631579,0.485438596491228,0.441929824561404,0.543333333333333,0.423684210526316,0.438070175438596,0.42719298245614,0.649298245614035,0.79578947368421,0.444385964912281,0.513157894736842,0.43859649122807,0.507017543859649,0.45859649122807,0.404561403508772,0.43,0.425614035087719,0.521754385964912,0.528947368421053,0.529473684210526,0.485087719298246,0.437894736842105,0.453333333333333,0.507017543859649,0.492982456140351,0.648070175438596,0.425789473684211,0.494561403508772,0.42859649122807,0.40719298245614,0.447017543859649,0.373157894736842,0.359649122807018,0.435087719298246,0.425964912280702,0.358245614035088,0.64280701754386,0.379473684210526,0.427017543859649,0.437894736842105,0.436842105263158,0.388070175438597,0.385438596491228,0.472982456140351,0.389473684210526,0.440526315789474,0.420701754385965,0.467017543859649,0.407719298245614,0.421578947368421,0.466491228070175,0.418070175438596,0.45719298245614,0.392982456140351,0.423859649122807,0.421578947368421,0.464912280701754,0.415087719298246,0.490701754385965,0.42859649122807,0.428070175438596,0.458245614035088,0,0.568070175438597,0.49,0.480526315789474,0.493684210526316,0.418070175438596,0.392105263157895,0.452982456140351,0.438947368421053,0.448245614035088,0.454736842105263,0.490877192982456,0.420526315789474,0.462280701754386,0.450526315789474,0.426315789473684,0.433157894736842,0.384035087719298,0.476315789473684,0.411578947368421,0.439122807017544,0.434035087719298,0.404912280701754,0.397543859649123,0.437894736842105,0.418421052631579,0.50280701754386,0.402280701754386,0.485789473684211,0.390350877192982,0.427543859649123,0.506666666666667,0.41719298245614,0.490877192982456,0.489473684210526,0.520350877192982,0.430701754385965,0.442105263157895,0.502105263157895,0.464035087719298,0.454736842105263,0.451929824561404,0.625438596491228,0.424385964912281,0.437017543859649,0.526666666666667,0.503333333333333,0.454736842105263,0.442631578947368,0.45859649122807,0.571929824561404
"R_W5_T4_109",0.588947368421053,0.617543859649123,0.577719298245614,0.626491228070175,0.654385964912281,0.583333333333333,0.633859649122807,0.624210526315789,0.634385964912281,0.608421052631579,0.641228070175439,0.605087719298246,0.634385964912281,0.644561403508772,0.59859649122807,0.619122807017544,0.680701754385965,0.583684210526316,0.617894736842105,0.602631578947368,0.757368421052632,0.810175438596491,0.607017543859649,0.602631578947368,0.576491228070175,0.589122807017544,0.614035087719298,0.561754385964912,0.592105263157895,0.573333333333333,0.613157894736842,0.626842105263158,0.614385964912281,0.610526315789474,0.588245614035088,0.585964912280702,0.601052631578947,0.622631578947368,0.667368421052632,0.580701754385965,0.608771929824561,0.577719298245614,0.584385964912281,0.572280701754386,0.53280701754386,0.575087719298246,0.581578947368421,0.594561403508772,0.571228070175439,0.682280701754386,0.535263157894737,0.558947368421053,0.550350877192982,0.539122807017544,0.578245614035088,0.549122807017544,0.604912280701754,0.569122807017544,0.613333333333333,0.555614035087719,0.574561403508772,0.561929824561404,0.553508771929825,0.533859649122807,0.550877192982456,0.581052631578947,0.524035087719298,0.524736842105263,0.526140350877193,0.531578947368421,0.541754385964912,0.591052631578947,0.534035087719298,0.551929824561403,0.540350877192982,0.568070175438597,0,0.528421052631579,0.527719298245614,0.581929824561404,0.54719298245614,0.553157894736842,0.539824561403509,0.543859649122807,0.589473684210526,0.637894736842105,0.613684210526316,0.597368421052632,0.575964912280702,0.583157894736842,0.608771929824561,0.57859649122807,0.583157894736842,0.578421052631579,0.59280701754386,0.600526315789474,0.575087719298246,0.585438596491228,0.577017543859649,0.570350877192982,0.614736842105263,0.594561403508772,0.546491228070175,0.590526315789474,0.574912280701754,0.603157894736842,0.589122807017544,0.572280701754386,0.572105263157895,0.601228070175439,0.614736842105263,0.555964912280702,0.57280701754386,0.613684210526316,0.571929824561404,0.572982456140351,0.544210526315789,0.66140350877193,0.561052631578947,0.553684210526316,0.644561403508772,0.600877192982456,0.567017543859649,0.591228070175439,0.564035087719298,0.597719298245614
