ID,Distance,Variety,Treatment,Management
R_W5_T6_5,0.502105263,DESIREE,6,Chemical
R_W5_T6_25,0.483157895,DESIREE,6,Chemical
R_W5_T6_56,0.494912281,DESIREE,6,Chemical
R_W5_T6_33,0.434385965,JELLY,6,Chemical
R_W5_T6_51,0.476666667,JELLY,6,Chemical
R_W5_T6_55,0.454210526,JELLY,6,Chemical
R_W5_T6_22,0.483859649,KRAB,6,Chemical
R_W5_T6_23,0.523333333,KRAB,6,Chemical
R_W5_T6_62,0.482807018,KRAB,6,Chemical
R_W5_T6_4,0.615438596,PASJA_POMORSKA,6,Chemical
R_W5_T6_24,0.502807018,PASJA_POMORSKA,6,Chemical
R_W5_T6_57,0.479122807,PASJA_POMORSKA,6,Chemical
R_W5_T6_27,0.507192982,RUDAWA,6,Chemical
R_W5_T6_54,0.511052632,RUDAWA,6,Chemical
R_W5_T6_61,0.470526316,RUDAWA,6,Chemical
R_W5_T6_6,0.493508772,SALTO,6,Chemical
R_W5_T6_32,0.490175439,SALTO,6,Chemical
R_W5_T6_50,0.596315789,SALTO,6,Chemical
R_W5_T2_147,0.781403509,ATOL,2,Biological
R_W5_T2_173,0.421578947,ATOL,2,Biological
R_W5_T2_196,0.487368421,ATOL,2,Biological
R_W5_T2_190,0.430701754,DESIREE,2,Biological
R_W5_T2_197,0.481754386,DESIREE,2,Biological
R_W5_T2_200,0.438947368,DESIREE,2,Biological
R_W5_T2_146,0.408070175,JELLY,2,Biological
R_W5_T2_171,0.428070175,JELLY,2,Biological
R_W5_T2_192,0.42754386,JELLY,2,Biological
R_W5_T2_193,0.46245614,KRAB,2,Biological
R_W5_T2_198,0.510526316,KRAB,2,Biological
R_W5_T2_203,0.494035088,KRAB,2,Biological
R_W5_T2_142,0.459649123,PASJA_POMORSKA,2,Biological
R_W5_T2_164,0.446666667,PASJA_POMORSKA,2,Biological
R_W5_T2_191,0.476315789,PASJA_POMORSKA,2,Biological
R_W5_T2_143,0.473508772,RUDAWA,2,Biological
R_W5_T2_170,0.433333333,RUDAWA,2,Biological
R_W5_T2_172,0.598070175,RUDAWA,2,Biological
R_W5_T2_145,0.424736842,SALTO,2,Biological
R_W5_T2_169,0.42122807,SALTO,2,Biological
R_W5_T2_175,0.413157895,SALTO,2,Biological
R_W5_T3_77,0.465614035,ATOL,3,Biological
R_W5_T3_125,0.486491228,ATOL,3,Biological
R_W5_T3_132,0.452807018,ATOL,3,Biological
R_W5_T3_74,0.450175439,DESIREE,3,Biological
R_W5_T3_92,0.470175439,DESIREE,3,Biological
R_W5_T3_103,0.467017544,DESIREE,3,Biological
R_W5_T3_71,0.457894737,JELLY,3,Biological
R_W5_T3_130,0.633684211,JELLY,3,Biological
R_W5_T3_133,0.47877193,JELLY,3,Biological
R_W5_T3_76,0.44877193,KRAB,3,Biological
R_W5_T3_124,0.473157895,KRAB,3,Biological
R_W5_T3_128,0.456140351,KRAB,3,Biological
R_W5_T3_98,0.479649123,PASJA_POMORSKA,3,Biological
R_W5_T3_101,0.481052632,PASJA_POMORSKA,3,Biological
R_W5_T3_121,0.51122807,PASJA_POMORSKA,3,Biological
R_W5_T3_72,0.420526316,RUDAWA,3,Biological
R_W5_T3_94,0.491929825,RUDAWA,3,Biological
R_W5_T3_129,0.441052632,RUDAWA,3,Biological
R_W5_T3_100,0.482982456,SALTO,3,Biological
R_W5_T3_104,0.447894737,SALTO,3,Biological
R_W5_T3_122,0.445614035,SALTO,3,Biological
R_W5_T4_87,0.530526316,ATOL,4,Chemical
R_W5_T4_91,0.509649123,ATOL,4,Chemical
R_W5_T4_139,0.489473684,ATOL,4,Chemical
R_W5_T4_81,0.512982456,DESIREE,4,Chemical
R_W5_T4_107,0.508070175,DESIREE,4,Chemical
R_W5_T4_115,0.513508772,DESIREE,4,Chemical
R_W5_T4_118,0.525263158,JELLY,4,Chemical
R_W5_T4_136,0.456315789,JELLY,4,Chemical
R_W5_T4_140,0.489649123,JELLY,4,Chemical
R_W5_T4_90,0.510175439,KRAB,4,Chemical
R_W5_T4_114,0.522807018,KRAB,4,Chemical
R_W5_T4_116,0.490526316,KRAB,4,Chemical
R_W5_T4_78,0.43877193,PASJA_POMORSKA,4,Chemical
R_W5_T4_109,0.61754386,PASJA_POMORSKA,4,Chemical
R_W5_T4_110,0.541754386,PASJA_POMORSKA,4,Chemical
R_W5_T4_85,0.503333333,RUDAWA,4,Chemical
R_W5_T4_113,0.541578947,RUDAWA,4,Chemical
R_W5_T4_134,0.480350877,RUDAWA,4,Chemical
R_W5_T4_79,0.506491228,SALTO,4,Chemical
R_W5_T4_84,0.493859649,SALTO,4,Chemical
R_W5_T4_137,0.477017544,SALTO,4,Chemical
R_W5_T5_11,0.452105263,ATOL,5,Chemical
R_W5_T5_13,0.445263158,ATOL,5,Chemical
R_W5_T5_69,0.505263158,ATOL,5,Chemical
R_W5_T5_10,0.457894737,DESIREE,5,Chemical
R_W5_T5_12,0.447894737,DESIREE,5,Chemical
R_W5_T5_48,0.474912281,DESIREE,5,Chemical
R_W5_T5_19,0.465438596,JELLY,5,Chemical
R_W5_T5_21,0.450701754,JELLY,5,Chemical
R_W5_T5_45,0.428421053,JELLY,5,Chemical
R_W5_T5_18,0.454035088,KRAB,5,Chemical
R_W5_T5_41,0.447719298,KRAB,5,Chemical
R_W5_T5_68,0.500526316,KRAB,5,Chemical
R_W5_T5_14,0.437894737,PASJA_POMORSKA,5,Chemical
R_W5_T5_37,0.443859649,PASJA_POMORSKA,5,Chemical
R_W5_T5_39,0.438421053,PASJA_POMORSKA,5,Chemical
R_W5_T5_15,0.431403509,RUDAWA,5,Chemical
R_W5_T5_20,0.445964912,RUDAWA,5,Chemical
R_W5_T5_49,0.493333333,RUDAWA,5,Chemical
R_W5_T5_43,0.443684211,SALTO,5,Chemical
R_W5_T5_46,0.484210526,SALTO,5,Chemical
R_W5_T5_65,0.46245614,SALTO,5,Chemical
R_W5_T6_1,0.476491228,ATOL,6,Chemical
R_W5_T6_29,0.486140351,ATOL,6,Chemical
R_W5_T6_35,0.436315789,ATOL,6,Chemical
R_W5_T6_5,0.508421053,DESIREE,6,Chemical
R_W5_T6_25,0.506842105,DESIREE,6,Chemical
R_W5_T6_56,0.514912281,DESIREE,6,Chemical
R_W5_T6_33,0.444385965,JELLY,6,Chemical
R_W5_T6_51,0.493508772,JELLY,6,Chemical
R_W5_T6_55,0.488596491,JELLY,6,Chemical
R_W5_T6_22,0.493859649,KRAB,6,Chemical
R_W5_T6_23,0.497719298,KRAB,6,Chemical
R_W5_T6_62,0.496140351,KRAB,6,Chemical
R_W5_T6_4,0.621754386,PASJA_POMORSKA,6,Chemical
R_W5_T6_24,0.472631579,PASJA_POMORSKA,6,Chemical
R_W5_T6_57,0.484561404,PASJA_POMORSKA,6,Chemical
R_W5_T6_27,0.525614035,RUDAWA,6,Chemical
R_W5_T6_54,0.508245614,RUDAWA,6,Chemical
R_W5_T6_61,0.486140351,RUDAWA,6,Chemical
R_W5_T6_6,0.499122807,SALTO,6,Chemical
R_W5_T6_32,0.487894737,SALTO,6,Chemical
R_W5_T6_50,0.587192982,SALTO,6,Chemical
R_W5_T2_147,0.774736842,ATOL,2,Biological
R_W5_T2_173,0.503859649,ATOL,2,Biological
R_W5_T2_196,0.473157895,ATOL,2,Biological
R_W5_T2_190,0.394912281,DESIREE,2,Biological
R_W5_T2_197,0.500877193,DESIREE,2,Biological
R_W5_T2_200,0.466315789,DESIREE,2,Biological
R_W5_T2_146,0.432982456,JELLY,2,Biological
R_W5_T2_171,0.453333333,JELLY,2,Biological
R_W5_T2_192,0.473333333,JELLY,2,Biological
R_W5_T2_193,0.429473684,KRAB,2,Biological
R_W5_T2_198,0.511929825,KRAB,2,Biological
R_W5_T2_203,0.498070175,KRAB,2,Biological
R_W5_T2_142,0.487368421,PASJA_POMORSKA,2,Biological
R_W5_T2_164,0.463333333,PASJA_POMORSKA,2,Biological
R_W5_T2_191,0.461403509,PASJA_POMORSKA,2,Biological
R_W5_T2_143,0.473333333,RUDAWA,2,Biological
R_W5_T2_170,0.495087719,RUDAWA,2,Biological
R_W5_T2_172,0.581578947,RUDAWA,2,Biological
R_W5_T2_145,0.456666667,SALTO,2,Biological
R_W5_T2_169,0.466315789,SALTO,2,Biological
R_W5_T2_175,0.427368421,SALTO,2,Biological
R_W5_T3_77,0.486315789,ATOL,3,Biological
R_W5_T3_125,0.454035088,ATOL,3,Biological
R_W5_T3_132,0.441578947,ATOL,3,Biological
R_W5_T3_74,0.462631579,DESIREE,3,Biological
R_W5_T3_92,0.43122807,DESIREE,3,Biological
R_W5_T3_103,0.429298246,DESIREE,3,Biological
R_W5_T3_71,0.439298246,JELLY,3,Biological
R_W5_T3_130,0.618245614,JELLY,3,Biological
R_W5_T3_133,0.464561404,JELLY,3,Biological
R_W5_T3_76,0.399298246,KRAB,3,Biological
R_W5_T3_124,0.424210526,KRAB,3,Biological
R_W5_T3_128,0.404912281,KRAB,3,Biological
R_W5_T3_98,0.476666667,PASJA_POMORSKA,3,Biological
R_W5_T3_101,0.471929825,PASJA_POMORSKA,3,Biological
R_W5_T3_121,0.464210526,PASJA_POMORSKA,3,Biological
R_W5_T3_72,0.44,RUDAWA,3,Biological
R_W5_T3_94,0.539473684,RUDAWA,3,Biological
R_W5_T3_129,0.437192982,RUDAWA,3,Biological
R_W5_T3_100,0.51,SALTO,3,Biological
R_W5_T3_104,0.441403509,SALTO,3,Biological
R_W5_T3_122,0.448947368,SALTO,3,Biological
R_W5_T4_87,0.540526316,ATOL,4,Chemical
R_W5_T4_91,0.520701754,ATOL,4,Chemical
R_W5_T4_139,0.54245614,ATOL,4,Chemical
R_W5_T4_81,0.500175439,DESIREE,4,Chemical
R_W5_T4_107,0.513333333,DESIREE,4,Chemical
R_W5_T4_115,0.481052632,DESIREE,4,Chemical
R_W5_T4_118,0.490701754,JELLY,4,Chemical
R_W5_T4_136,0.460175439,JELLY,4,Chemical
R_W5_T4_140,0.505087719,JELLY,4,Chemical
R_W5_T4_90,0.511403509,KRAB,4,Chemical
R_W5_T4_114,0.499824561,KRAB,4,Chemical
R_W5_T4_116,0.536491228,KRAB,4,Chemical
R_W5_T4_78,0.471578947,PASJA_POMORSKA,4,Chemical
R_W5_T4_109,0.577719298,PASJA_POMORSKA,4,Chemical
R_W5_T4_110,0.540526316,PASJA_POMORSKA,4,Chemical
R_W5_T4_85,0.507894737,RUDAWA,4,Chemical
R_W5_T4_113,0.541754386,RUDAWA,4,Chemical
R_W5_T4_134,0.524210526,RUDAWA,4,Chemical
R_W5_T4_79,0.497017544,SALTO,4,Chemical
R_W5_T4_84,0.479298246,SALTO,4,Chemical
R_W5_T4_137,0.501929825,SALTO,4,Chemical
R_W5_T5_11,0.432280702,ATOL,5,Chemical
R_W5_T5_13,0.505087719,ATOL,5,Chemical
R_W5_T5_69,0.520175439,ATOL,5,Chemical
R_W5_T5_10,0.451578947,DESIREE,5,Chemical
R_W5_T5_12,0.413157895,DESIREE,5,Chemical
R_W5_T5_48,0.487368421,DESIREE,5,Chemical
R_W5_T5_19,0.479473684,JELLY,5,Chemical
R_W5_T5_21,0.463859649,JELLY,5,Chemical
R_W5_T5_45,0.448596491,JELLY,5,Chemical
R_W5_T5_18,0.527368421,KRAB,5,Chemical
R_W5_T5_41,0.499473684,KRAB,5,Chemical
R_W5_T5_68,0.544736842,KRAB,5,Chemical
R_W5_T5_14,0.433859649,PASJA_POMORSKA,5,Chemical
R_W5_T5_37,0.47122807,PASJA_POMORSKA,5,Chemical
R_W5_T5_39,0.47,PASJA_POMORSKA,5,Chemical
R_W5_T5_15,0.450526316,RUDAWA,5,Chemical
R_W5_T5_20,0.531403509,RUDAWA,5,Chemical
R_W5_T5_49,0.509649123,RUDAWA,5,Chemical
R_W5_T5_43,0.479649123,SALTO,5,Chemical
R_W5_T5_46,0.532105263,SALTO,5,Chemical
R_W5_T5_65,0.492982456,SALTO,5,Chemical
R_W5_T6_1,0.500701754,ATOL,6,Chemical
R_W5_T6_29,0.505263158,ATOL,6,Chemical
R_W5_T6_35,0.486315789,ATOL,6,Chemical
R_W5_T6_5,0.468245614,DESIREE,6,Chemical
R_W5_T6_25,0.487719298,DESIREE,6,Chemical
R_W5_T6_56,0.500350877,DESIREE,6,Chemical
R_W5_T6_33,0.410175439,JELLY,6,Chemical
R_W5_T6_51,0.466315789,JELLY,6,Chemical
R_W5_T6_55,0.480526316,JELLY,6,Chemical
R_W5_T6_22,0.494561404,KRAB,6,Chemical
R_W5_T6_23,0.520526316,KRAB,6,Chemical
R_W5_T6_62,0.449122807,KRAB,6,Chemical
R_W5_T6_4,0.568947368,PASJA_POMORSKA,6,Chemical
R_W5_T6_24,0.511929825,PASJA_POMORSKA,6,Chemical
R_W5_T6_57,0.461929825,PASJA_POMORSKA,6,Chemical
R_W5_T6_27,0.513684211,RUDAWA,6,Chemical
R_W5_T6_54,0.502280702,RUDAWA,6,Chemical
R_W5_T6_61,0.484210526,RUDAWA,6,Chemical
R_W5_T6_6,0.516315789,SALTO,6,Chemical
R_W5_T6_32,0.515087719,SALTO,6,Chemical
R_W5_T6_50,0.588596491,SALTO,6,Chemical
R_W5_T2_147,0.789298246,ATOL,2,Biological
R_W5_T2_173,0.507017544,ATOL,2,Biological
R_W5_T2_196,0.514210526,ATOL,2,Biological
R_W5_T2_190,0.444035088,DESIREE,2,Biological
R_W5_T2_197,0.499122807,DESIREE,2,Biological
R_W5_T2_200,0.500877193,DESIREE,2,Biological
R_W5_T2_146,0.458245614,JELLY,2,Biological
R_W5_T2_171,0.466666667,JELLY,2,Biological
R_W5_T2_192,0.473684211,JELLY,2,Biological
R_W5_T2_193,0.452807018,KRAB,2,Biological
R_W5_T2_198,0.516140351,KRAB,2,Biological
R_W5_T2_203,0.520175439,KRAB,2,Biological
R_W5_T2_142,0.488421053,PASJA_POMORSKA,2,Biological
R_W5_T2_164,0.484912281,PASJA_POMORSKA,2,Biological
R_W5_T2_191,0.486666667,PASJA_POMORSKA,2,Biological
R_W5_T2_143,0.508245614,RUDAWA,2,Biological
R_W5_T2_170,0.501403509,RUDAWA,2,Biological
R_W5_T2_172,0.606491228,RUDAWA,2,Biological
R_W5_T2_145,0.498421053,SALTO,2,Biological
R_W5_T2_169,0.481052632,SALTO,2,Biological
R_W5_T2_175,0.461578947,SALTO,2,Biological
R_W5_T3_77,0.507368421,ATOL,3,Biological
R_W5_T3_125,0.490350877,ATOL,3,Biological
R_W5_T3_132,0.455087719,ATOL,3,Biological
R_W5_T3_74,0.462982456,DESIREE,3,Biological
R_W5_T3_92,0.473684211,DESIREE,3,Biological
R_W5_T3_103,0.47877193,DESIREE,3,Biological
R_W5_T3_71,0.464035088,JELLY,3,Biological
R_W5_T3_130,0.629473684,JELLY,3,Biological
R_W5_T3_133,0.491403509,JELLY,3,Biological
R_W5_T3_76,0.471578947,KRAB,3,Biological
R_W5_T3_124,0.476666667,KRAB,3,Biological
R_W5_T3_128,0.456140351,KRAB,3,Biological
R_W5_T3_98,0.513684211,PASJA_POMORSKA,3,Biological
R_W5_T3_101,0.521052632,PASJA_POMORSKA,3,Biological
R_W5_T3_121,0.482105263,PASJA_POMORSKA,3,Biological
R_W5_T3_72,0.456666667,RUDAWA,3,Biological
R_W5_T3_94,0.572982456,RUDAWA,3,Biological
R_W5_T3_129,0.434912281,RUDAWA,3,Biological
R_W5_T3_100,0.541052632,SALTO,3,Biological
R_W5_T3_104,0.470526316,SALTO,3,Biological
R_W5_T3_122,0.478070175,SALTO,3,Biological
R_W5_T4_87,0.573508772,ATOL,4,Chemical
R_W5_T4_91,0.54754386,ATOL,4,Chemical
R_W5_T4_139,0.561403509,ATOL,4,Chemical
R_W5_T4_81,0.550350877,DESIREE,4,Chemical
R_W5_T4_107,0.555789474,DESIREE,4,Chemical
R_W5_T4_115,0.496140351,DESIREE,4,Chemical
R_W5_T4_118,0.524736842,JELLY,4,Chemical
R_W5_T4_136,0.457192982,JELLY,4,Chemical
R_W5_T4_140,0.524561404,JELLY,4,Chemical
R_W5_T4_90,0.53754386,KRAB,4,Chemical
R_W5_T4_114,0.514210526,KRAB,4,Chemical
R_W5_T4_116,0.533684211,KRAB,4,Chemical
R_W5_T4_78,0.471052632,PASJA_POMORSKA,4,Chemical
R_W5_T4_109,0.626491228,PASJA_POMORSKA,4,Chemical
R_W5_T4_110,0.585087719,PASJA_POMORSKA,4,Chemical
R_W5_T4_85,0.550877193,RUDAWA,4,Chemical
R_W5_T4_113,0.563859649,RUDAWA,4,Chemical
R_W5_T4_134,0.548070175,RUDAWA,4,Chemical
R_W5_T4_79,0.52245614,SALTO,4,Chemical
R_W5_T4_84,0.523859649,SALTO,4,Chemical
R_W5_T4_137,0.507368421,SALTO,4,Chemical
R_W5_T5_11,0.454912281,ATOL,5,Chemical
R_W5_T5_13,0.491754386,ATOL,5,Chemical
R_W5_T5_69,0.556140351,ATOL,5,Chemical
R_W5_T5_10,0.43245614,DESIREE,5,Chemical
R_W5_T5_12,0.452105263,DESIREE,5,Chemical
R_W5_T5_48,0.515789474,DESIREE,5,Chemical
R_W5_T5_19,0.488421053,JELLY,5,Chemical
R_W5_T5_21,0.476315789,JELLY,5,Chemical
R_W5_T5_45,0.475964912,JELLY,5,Chemical
R_W5_T5_18,0.542631579,KRAB,5,Chemical
R_W5_T5_41,0.489649123,KRAB,5,Chemical
R_W5_T5_68,0.548947368,KRAB,5,Chemical
R_W5_T5_14,0.450350877,PASJA_POMORSKA,5,Chemical
R_W5_T5_37,0.468245614,PASJA_POMORSKA,5,Chemical
R_W5_T5_39,0.491052632,PASJA_POMORSKA,5,Chemical
R_W5_T5_15,0.456491228,RUDAWA,5,Chemical
R_W5_T5_20,0.493859649,RUDAWA,5,Chemical
R_W5_T5_49,0.540877193,RUDAWA,5,Chemical
R_W5_T5_43,0.487368421,SALTO,5,Chemical
R_W5_T5_46,0.551929825,SALTO,5,Chemical
R_W5_T5_65,0.522631579,SALTO,5,Chemical
R_W5_T6_1,0.513508772,ATOL,6,Chemical
R_W5_T6_29,0.547894737,ATOL,6,Chemical
R_W5_T6_35,0.459122807,ATOL,6,Chemical
R_W5_T6_5,0.518245614,DESIREE,6,Chemical
R_W5_T6_25,0.521578947,DESIREE,6,Chemical
R_W5_T6_56,0.502982456,DESIREE,6,Chemical
R_W5_T6_33,0.445438596,JELLY,6,Chemical
R_W5_T6_51,0.455087719,JELLY,6,Chemical
R_W5_T6_55,0.475964912,JELLY,6,Chemical
R_W5_T6_22,0.540526316,KRAB,6,Chemical
R_W5_T6_23,0.527192982,KRAB,6,Chemical
R_W5_T6_62,0.50754386,KRAB,6,Chemical
R_W5_T6_4,0.606140351,PASJA_POMORSKA,6,Chemical
R_W5_T6_24,0.530701754,PASJA_POMORSKA,6,Chemical
R_W5_T6_57,0.496842105,PASJA_POMORSKA,6,Chemical
R_W5_T6_27,0.524912281,RUDAWA,6,Chemical
R_W5_T6_54,0.518245614,RUDAWA,6,Chemical
R_W5_T6_61,0.528596491,RUDAWA,6,Chemical
R_W5_T6_6,0.532280702,SALTO,6,Chemical
R_W5_T6_32,0.518596491,SALTO,6,Chemical
R_W5_T6_50,0.614210526,SALTO,6,Chemical
R_W5_T2_147,0.811929825,ATOL,2,Biological
R_W5_T2_173,0.535964912,ATOL,2,Biological
R_W5_T2_196,0.525789474,ATOL,2,Biological
R_W5_T2_190,0.497368421,DESIREE,2,Biological
R_W5_T2_197,0.547719298,DESIREE,2,Biological
R_W5_T2_200,0.531403509,DESIREE,2,Biological
R_W5_T2_146,0.498245614,JELLY,2,Biological
R_W5_T2_171,0.488947368,JELLY,2,Biological
R_W5_T2_192,0.507719298,JELLY,2,Biological
R_W5_T2_193,0.478947368,KRAB,2,Biological
R_W5_T2_198,0.542807018,KRAB,2,Biological
R_W5_T2_203,0.546140351,KRAB,2,Biological
R_W5_T2_142,0.506666667,PASJA_POMORSKA,2,Biological
R_W5_T2_164,0.545964912,PASJA_POMORSKA,2,Biological
R_W5_T2_191,0.51245614,PASJA_POMORSKA,2,Biological
R_W5_T2_143,0.510175439,RUDAWA,2,Biological
R_W5_T2_170,0.526842105,RUDAWA,2,Biological
R_W5_T2_172,0.638245614,RUDAWA,2,Biological
R_W5_T2_145,0.546140351,SALTO,2,Biological
R_W5_T2_169,0.523684211,SALTO,2,Biological
R_W5_T2_175,0.487192982,SALTO,2,Biological
R_W5_T3_77,0.55,ATOL,3,Biological
R_W5_T3_125,0.508596491,ATOL,3,Biological
R_W5_T3_132,0.517192982,ATOL,3,Biological
R_W5_T3_74,0.495789474,DESIREE,3,Biological
R_W5_T3_92,0.520701754,DESIREE,3,Biological
R_W5_T3_103,0.5,DESIREE,3,Biological
R_W5_T3_71,0.503684211,JELLY,3,Biological
R_W5_T3_130,0.640175439,JELLY,3,Biological
R_W5_T3_133,0.548421053,JELLY,3,Biological
R_W5_T3_76,0.512105263,KRAB,3,Biological
R_W5_T3_124,0.530350877,KRAB,3,Biological
R_W5_T3_128,0.504385965,KRAB,3,Biological
R_W5_T3_98,0.517017544,PASJA_POMORSKA,3,Biological
R_W5_T3_101,0.537368421,PASJA_POMORSKA,3,Biological
R_W5_T3_121,0.505087719,PASJA_POMORSKA,3,Biological
R_W5_T3_72,0.495438596,RUDAWA,3,Biological
R_W5_T3_94,0.582280702,RUDAWA,3,Biological
R_W5_T3_129,0.500701754,RUDAWA,3,Biological
R_W5_T3_100,0.551754386,SALTO,3,Biological
R_W5_T3_104,0.474210526,SALTO,3,Biological
R_W5_T3_122,0.512807018,SALTO,3,Biological
R_W5_T4_87,0.61,ATOL,4,Chemical
R_W5_T4_91,0.589649123,ATOL,4,Chemical
R_W5_T4_139,0.588070175,ATOL,4,Chemical
R_W5_T4_81,0.572982456,DESIREE,4,Chemical
R_W5_T4_107,0.598596491,DESIREE,4,Chemical
R_W5_T4_115,0.547719298,DESIREE,4,Chemical
R_W5_T4_118,0.601754386,JELLY,4,Chemical
R_W5_T4_136,0.504210526,JELLY,4,Chemical
R_W5_T4_140,0.544385965,JELLY,4,Chemical
R_W5_T4_90,0.575263158,KRAB,4,Chemical
R_W5_T4_114,0.565263158,KRAB,4,Chemical
R_W5_T4_116,0.605964912,KRAB,4,Chemical
R_W5_T4_78,0.510175439,PASJA_POMORSKA,4,Chemical
R_W5_T4_109,0.654385965,PASJA_POMORSKA,4,Chemical
R_W5_T4_110,0.635964912,PASJA_POMORSKA,4,Chemical
R_W5_T4_85,0.612105263,RUDAWA,4,Chemical
R_W5_T4_113,0.601929825,RUDAWA,4,Chemical
R_W5_T4_134,0.603859649,RUDAWA,4,Chemical
R_W5_T4_79,0.571052632,SALTO,4,Chemical
R_W5_T4_84,0.576666667,SALTO,4,Chemical
